"conversion_id","campaign_id","order_id","conversion_value","attribution_model"
"CONVD0EE179113AA","CAMP105F1C437901","ORDA0A543A7D8E9","1535.85","Last Click"
"CONVD0F4F2B413CA","CAMP214115BC17AC","ORDE236C717045C","4407.38","First Click"
"CONVD0F5637B5BD8","CAMP3C834C898B86","ORDC16A44AD777C","2957.58","Linear"
"CONVD0F79A66D869","CAMPD43BD505EDD3","ORD2C360CEBA477","2410.79","First Click"
"CONVD0F846EBD1FE","CAMPF7E6AA111E9F","ORDE90266FF67AE","4403.96","Last Click"
"CONVD0FAFBCBCA9B","CAMP69F54771C8D5","ORDBE7D6F2825F3","1277.84","First Click"
"CONVD0FBD172CA1B","CAMP63217B266CFE","ORD93DA15BE6638","2464.83","First Click"
"CONVD0FEB37C867F","CAMPA5D3FB127780","ORD6A162E862507","4853.61","Last Click"
"CONVD10777A55FF5","CAMP9BF320C7EAFA","ORD51F31F70BD82","1737.70","First Click"
"CONVD112D25686FF","CAMP67B35F193B82","ORD2A2FFC1408B0","4286.95","Linear"
"CONVD115A9B0867A","CAMP672666035EDD","ORDE20E04D2176D","2959.11","Last Click"
"CONVD1219E34B829","CAMPB0668DCAF316","ORDF3012991B7B9","2787.55","Last Click"
"CONVD1280DBD9AA3","CAMP855D3DDAA7E1","ORDA09907B88D32","4126.32","Linear"
"CONVD1295DEF8077","CAMP94506F961DB5","ORD33E2C2261BBE","3682.95","Last Click"
"CONVD13730278D16","CAMPE37EFEC5B8B7","ORD235333090BCA","4156.89","Last Click"
"CONVD1389E08543F","CAMPF36521FA454C","ORD66F89DEADC89","2982.36","Linear"
"CONVD1446D5D5025","CAMP58272C0F1D87","ORD6F7DCA79D0D9","4129.02","Linear"
"CONVD14669C504EA","CAMP0AA257CA236A","ORD77E58244DD54","4506.54","Last Click"
"CONVD147A0591838","CAMPF5F356FCA79F","ORD39082CC840D6","1357.70","First Click"
"CONVD150BC1DCAF5","CAMP1885ED5F4B55","ORDBE0F433102C2","2388.00","Last Click"
"CONVD153550B64AF","CAMP2B53589A8898","ORD6F09563CCE80","1524.43","First Click"
"CONVD15436C39315","CAMP5F12653C2638","ORD79B73743A73D","2834.08","First Click"
"CONVD1592F4644EF","CAMP513815C80893","ORDA378C5470BFE","1019.01","Last Click"
"CONVD16335281BEF","CAMPB302FB54F9B4","ORDC1BE137997AA","1832.11","Last Click"
"CONVD16508F156B1","CAMP65299DDA8C02","ORD41A8173837B7","2990.48","Linear"
"CONVD16AAB35DD42","CAMPEC98D3171816","ORD45E0D35A6A27","3783.50","First Click"
"CONVD1729D75BE1B","CAMP7FF24BAA5A81","ORD322EDDD62DE3","1473.38","First Click"
"CONVD17F972A77EF","CAMP561A9651B040","ORD518FA5BA8753","4440.68","Linear"
"CONVD18137CB7EDB","CAMP828905D41522","ORD798D08DD7AC9","1385.67","First Click"
"CONVD18BE5B948D5","CAMP168AC0543F04","ORDD972E5D28154","3234.82","Last Click"
"CONVD18F42C7066B","CAMP6F7910B650FD","ORDCACC5036A844","2502.60","Last Click"
"CONVD1910404D049","CAMPD0756F30F5D1","ORD60D37C9109ED","2778.91","First Click"
"CONVD19416A786CA","CAMP105F1C437901","ORDF3ADEB162528","3892.47","Last Click"
"CONVD19D8E3CD07B","CAMPEEB49E6EEB30","ORDB98596FA1C88","4541.48","First Click"
"CONVD19E3EAB91A0","CAMP92494C521976","ORD98B75F89204B","2523.62","Last Click"
"CONVD19E575304F0","CAMP5D469D368DB7","ORDF6AAA3881CA3","3299.57","Last Click"
"CONVD1AB86026783","CAMPD8C5EBE8A1C2","ORD8F3D4ADE12D7","1672.90","Linear"
"CONVD1ADD23AA214","CAMPFDE4F93FA1C2","ORD1B7464CF47E9","1182.09","Last Click"
"CONVD1AEBA8F9872","CAMP12D08E5F6BA6","ORDBDC678B4FBCD","1514.76","Last Click"
"CONVD1CCECA28E6D","CAMP9320B95B1A07","ORD6102663A5309","2285.01","Last Click"
"CONVD1DAA256561B","CAMP2D1BC56E239E","ORDC10F91F52FBA","2522.78","First Click"
"CONVD1E6F0AFC69A","CAMP65299DDA8C02","ORDBDB206A81D3C","1462.06","First Click"
"CONVD1F377A18CDA","CAMP5DD3486B3D8D","ORDD205DE9BC702","4064.34","Linear"
"CONVD1F65F05853C","CAMPA1CA00ECEDE3","ORDD6EA9EAEE15D","3957.08","Last Click"
"CONVD1F730F2B245","CAMP167F130DB44A","ORDE0513DA9A8C3","4073.80","Linear"
"CONVD1F7899C2BF2","CAMP5B08A377D722","ORDEE6CFB2FB654","1036.49","Last Click"
"CONVD2010D003967","CAMPEC9B6AE74DEC","ORD9A2ED82AFF99","2625.92","First Click"
"CONVD20431D60E11","CAMPD0C196B71175","ORD9BF3392FD07A","4669.22","Linear"
"CONVD205A8749E75","CAMP9045C00E3781","ORD21B656534B5D","4571.61","Linear"
"CONVD2073A034866","CAMPB0D2CBF39A1B","ORD9AB1A5678B68","1109.31","Last Click"
"CONVD20D95B72D83","CAMP8899D04D736D","ORDD603ADDD4E19","1414.46","Last Click"
"CONVD2134B6391B3","CAMP9BF320C7EAFA","ORD25F5C1423F51","2315.90","Last Click"
"CONVD213B348485F","CAMPBE9414933362","ORD0BD20FAF9DB2","2015.37","First Click"
"CONVD219AD563F82","CAMP3F61277FBFC1","ORD91B958176234","2247.99","First Click"
"CONVD21F6B872E1D","CAMPB5C99F42F3EC","ORDB0AB78C1D30D","3122.57","First Click"
"CONVD2220F8AE3C2","CAMP4043AB955CD9","ORD57CD221DF36D","4587.02","Last Click"
"CONVD229B228230F","CAMP0DD7B622F13A","ORD399B7B1E1301","1810.63","Linear"
"CONVD22DA8B1EA68","CAMPCBC840DD6950","ORD14967F869F74","4830.74","Last Click"
"CONVD22F279394C6","CAMP01AEF7D67444","ORDE8A360071BCB","3470.62","Linear"
"CONVD23474EA9302","CAMPD03125B67911","ORD43528E646980","3433.89","Linear"
"CONVD2413D3F9DBD","CAMP4B1FAF5BEA08","ORDF44F7BB7BAFF","2035.70","Last Click"
"CONVD243FC3EEA34","CAMP69F54771C8D5","ORDD446849F1A4C","1505.00","First Click"
"CONVD24A08216244","CAMP2FF8DA51E739","ORD7F656E96A8CC","4661.38","Linear"
"CONVD24DA7E6D21D","CAMP96E7DBCCAF11","ORD98D0A8C4DCDD","1437.09","First Click"
"CONVD25016E9AE6B","CAMPFDD59D759618","ORD078C2518F3D2","3417.53","Linear"
"CONVD25406023D29","CAMP71382B56EEBE","ORDB279A86A39C5","2998.21","Last Click"
"CONVD259987860BB","CAMP4225422218A3","ORDC646FBD38474","1477.29","Last Click"
"CONVD25FB51537C2","CAMP0DD7B622F13A","ORD450E79A0D894","3519.60","Last Click"
"CONVD26C6F3AA4DA","CAMPA33DFF47387A","ORD4AA156F0B574","1152.79","Linear"
"CONVD26CDF95941E","CAMP07C32B2AF9ED","ORD3F8632652B34","1070.20","Linear"
"CONVD270FDBDBECE","CAMP336EDAC90042","ORDE8D3722063E8","2109.04","First Click"
"CONVD27F2966A782","CAMPD77EAE572C41","ORDA47FB13E43FC","4366.96","Linear"
"CONVD28407A24403","CAMP5B126FA1B8E0","ORD451CA9CF48F7","4069.61","First Click"
"CONVD2992D17F4E1","CAMP1BAE7BEC53C5","ORD5FA0D6FAE377","1559.88","Linear"
"CONVD2A634502590","CAMPCED4C3C57DC2","ORD1D312A71F368","2247.60","Last Click"
"CONVD2AF5E76A0ED","CAMPF5F6A566540D","ORD63B5EBF2F7E9","1982.85","First Click"
"CONVD2B3642E0F5C","CAMP1DD867518178","ORD642431512F17","4141.95","Last Click"
"CONVD2B40C52D575","CAMP7795E6591E60","ORD4D0014943CA3","1383.69","Last Click"
"CONVD2BA972CE7B3","CAMP2CDFB494CF82","ORD9EBF051FA20D","4980.20","First Click"
"CONVD2BE8802AEC3","CAMP52E357928AF8","ORDDC5E7806CC4C","3559.30","Linear"
"CONVD2C2654F4828","CAMPD285313B21F2","ORDB584A6EB01BC","2321.73","Linear"
"CONVD2D04C223A9F","CAMP6F7910B650FD","ORD9FBC522E8117","4844.35","First Click"
"CONVD2D5D72EE4A0","CAMP87B50FB5553E","ORDC742E680AB29","4459.14","Linear"
"CONVD2DC71E6F6BA","CAMP8C80445776CB","ORD652707557BE9","2657.01","First Click"
"CONVD2EF0FB5B691","CAMP95B3BE5D090E","ORDE1B9542CC34D","3847.23","Linear"
"CONVD2F5F4A0DB4C","CAMP01AEF7D67444","ORD0ACB526AD003","2961.13","Linear"
"CONVD2FD81034CC0","CAMPE057E26D0094","ORD1BC641750AE5","2325.76","First Click"
"CONVD2FF95679D92","CAMP6FE4436AA321","ORDD2CC27E19384","1608.05","First Click"
"CONVD3001DBA070B","CAMP02521F8EF586","ORD59AB593451E6","4024.95","Linear"
"CONVD308757D0D9D","CAMP614071A1DE3D","ORD74CFB4CEB9CA","4713.23","Linear"
"CONVD309EBFAA926","CAMPC85209DCA90D","ORD5E2F56F210A7","1917.91","First Click"
"CONVD309F8FB5ADC","CAMP2DADFA292566","ORD73CB4E9DF437","4131.41","Last Click"
"CONVD31432B72BBE","CAMP62243FCFE13C","ORD7D8FC249F442","4349.80","Linear"
"CONVD316D0B446BC","CAMP08854B66EE84","ORD614EDE624256","2604.80","First Click"
"CONVD319E184CD37","CAMP4DC8BB866B94","ORD42EB07B5E898","1356.86","Linear"
"CONVD33F7911308B","CAMP9C9CE6BD706F","ORD2EA8578B2EC5","2835.11","Linear"
"CONVD343F4A0AC4F","CAMP6685CA9E335F","ORD370FCC82F263","4241.40","Linear"
"CONVD34F46596F2D","CAMP62616230F7BE","ORDEA4D8941BAC0","3734.63","First Click"
"CONVD35275A03026","CAMP468F289190E2","ORD6E5031C8C373","1523.82","First Click"
"CONVD35E9058ACBD","CAMP02A75A185DF6","ORD7242C0134494","1522.27","Linear"
"CONVD36F216706A3","CAMP1BAE7BEC53C5","ORD19E17817DE9E","1291.71","Last Click"
"CONVD374316DBA80","CAMP13A09D508EA9","ORDD8284A4C1FDB","1996.31","Linear"
"CONVD37AC0AD425A","CAMP7795E6591E60","ORDB7C67E2EDAD4","3621.08","First Click"
"CONVD380F584144B","CAMPCC91619F24EA","ORDB4CB80DB09A6","1689.18","Last Click"
"CONVD38FD8CBA74C","CAMP4FC5A9F6C774","ORD3EE85E28B8B4","4833.51","First Click"
"CONVD393908105BA","CAMP5B126FA1B8E0","ORD6C578B6646BB","3915.26","First Click"
"CONVD3966625B66E","CAMPBD1BAE867AA3","ORDD961BAC5328B","3244.99","Linear"
"CONVD3A1EE039846","CAMPFDAE80365B13","ORD020E5A65E6D4","3305.84","Linear"
"CONVD3A481F79B7D","CAMP67CDAF9D9CF7","ORDD2300987C695","2936.07","First Click"
"CONVD3AF5452940B","CAMPEB472BBF7C99","ORDADCABFB96791","4214.56","Last Click"
"CONVD3B7655C4A47","CAMP725C50210C3E","ORD2996B5558973","4466.31","Linear"
"CONVD3BB94308B00","CAMPD662CBD65D2D","ORD6E04C292A267","1630.30","First Click"
"CONVD3BBB36181F4","CAMPD0C196B71175","ORD63ECC4F0D799","1942.06","Linear"
"CONVD3BD997DF194","CAMP1DD867518178","ORDB8986AEBE6C9","4706.51","Linear"
"CONVD3C7B576730D","CAMP3060377D7998","ORD128E6589B4D1","3818.44","Last Click"
"CONVD3CA86C098A3","CAMPCBC840DD6950","ORDB851890F4CA2","4059.15","Last Click"
"CONVD3DA582048C1","CAMP2D1BC56E239E","ORDB98F429842F3","4761.62","Last Click"
"CONVD3DB02088F03","CAMP01AEF7D67444","ORDC29817058866","4644.28","Linear"
"CONVD3F6040D3ED6","CAMPC39745D46CBB","ORDB5B6E9C3E664","2194.61","Last Click"
"CONVD3F7FF3C1F51","CAMP13A09D508EA9","ORDC30730AAFB1F","1038.18","First Click"
"CONVD3F83B2C4593","CAMP582F24C593D0","ORD64C57ED76CF1","1737.07","First Click"
"CONVD4046FFD9585","CAMP168AC0543F04","ORDCD001689E41B","3075.16","Last Click"
"CONVD4096F57042A","CAMP79CC92C0E718","ORD71EA5A173B40","2433.83","Linear"
"CONVD41792CAB17E","CAMP4788D537A23A","ORDF2008B104831","2537.10","Last Click"
"CONVD4334D8A32DD","CAMP31B764DD387F","ORDB0C213C39E8A","3224.94","First Click"
"CONVD435E3F99F2A","CAMP48F1B05CDD70","ORDF5C6B3578454","1176.28","Last Click"
"CONVD44579DA359D","CAMP12D08E5F6BA6","ORD011945C7B6B1","2311.68","First Click"
"CONVD448896D2820","CAMPD5034F4F118F","ORD056351AE176B","3293.89","Linear"
"CONVD44CD78719B0","CAMP69253B8CC3FA","ORDAB5C56207890","2030.20","Last Click"
"CONVD4537A3AAD81","CAMPE49B4253C117","ORD263EB1378914","1216.05","Last Click"
"CONVD453931DF47E","CAMPE98E262182C1","ORD3152C1B5D2A4","4824.85","Linear"
"CONVD456FE9C2594","CAMPF25F58297C26","ORD4879A75CAE8C","3090.80","Linear"
"CONVD4584B948C28","CAMPDC10241C3F39","ORD0CF3381D85B1","4610.13","Linear"
"CONVD459D043A441","CAMPC4EBF5C24B32","ORD68F64F95AA15","4752.59","Last Click"
"CONVD461AE2A5EE5","CAMPD108148DF57F","ORD60EBDD4339EF","1450.91","Linear"
"CONVD4723AC400E5","CAMP080D98A6B520","ORD474C734B8A67","3334.64","First Click"
"CONVD4736A265B51","CAMPDB88638C6B55","ORD9C48F1BADA29","3129.61","Linear"
"CONVD4771BC1C979","CAMP4E8FC364F851","ORDE3E64C1D3504","3266.03","Linear"
"CONVD48164ECE571","CAMPE37EFEC5B8B7","ORD84FF961C9366","4211.58","Linear"
"CONVD487FA822C8F","CAMP7795E6591E60","ORD08F6F5A84B63","1072.32","Linear"
"CONVD48F992C08D5","CAMPD8C5EBE8A1C2","ORDFA98B1417023","2916.54","First Click"
"CONVD49DD635EB9A","CAMP0679E0BE1555","ORD79EEA98F6AC2","2320.31","First Click"
"CONVD4A0AA63DC20","CAMPE6D1E7F9AC12","ORDD1107321BBD8","4026.45","First Click"
"CONVD4A340D57078","CAMP9AEEF904B859","ORDA5AF942CB55D","1695.72","First Click"
"CONVD4B6056B7086","CAMP12D08E5F6BA6","ORD810B6BDFE917","1871.29","Linear"
"CONVD4B832187669","CAMPB31A7F8A6217","ORD6AF4B6DE62B0","2127.74","First Click"
"CONVD4BA2EC15FD9","CAMP249E2C293117","ORD4634F076B6C5","4181.70","Last Click"
"CONVD4BAAA2D68DD","CAMPA5D3FB127780","ORD17B0FC58EC3A","1042.64","First Click"
"CONVD4BC14648F65","CAMPC85209DCA90D","ORD749EBF7E3837","1970.14","Last Click"
"CONVD4BC15AC81F3","CAMP77817F3837AE","ORD7D2A69E8C9F1","1617.44","Linear"
"CONVD4C1D711A654","CAMPABC489AF23F3","ORD72DF5D0C770C","4096.67","First Click"
"CONVD4C9D6943BFA","CAMP1FEC49774146","ORD8EA137D1413E","4894.16","Linear"
"CONVD4CCC0426D2B","CAMP9BF320C7EAFA","ORD8C29D455D2FD","1398.05","Linear"
"CONVD4CE5BB0D74D","CAMPFDD59D759618","ORD46B363EA313C","1655.72","Linear"
"CONVD4CE66609986","CAMP646AC9A17ABB","ORDD5BF71EA566B","3572.27","Linear"
"CONVD4D4D611B555","CAMPF5F356FCA79F","ORDEF0307963377","1826.96","Linear"
"CONVD4D666F3956C","CAMPD429C20A7664","ORD58EF42465F3C","4732.78","Last Click"
"CONVD4D6F7239C22","CAMP8DF488DA7073","ORD4C9778068888","4888.45","Linear"
"CONVD4E1038FC480","CAMP9A871CB43616","ORDA95B2CBC0ADD","4362.80","First Click"
"CONVD4E38293A32E","CAMP345DA88B4C4E","ORDB47D3F940449","1816.60","Linear"
"CONVD4F92AF8A008","CAMP3DD17FCE9B48","ORD2E5B6E9D0E41","3602.52","Last Click"
"CONVD4FD052F2893","CAMP479BA669CD31","ORDA7704FDBCE82","4905.70","Last Click"
"CONVD51AB168E200","CAMPC9ECDB47D90B","ORD76E2A2C53964","2397.43","First Click"
"CONVD51F343656D5","CAMP5D25EDCF36EF","ORD749AA86FDF50","3620.23","Linear"
"CONVD51F52AC9BCE","CAMP77817F3837AE","ORDF1B2E90FA806","4380.94","First Click"
"CONVD520328628C9","CAMPDF7009D501AB","ORD2241EF33FEA8","2503.19","First Click"
"CONVD5286AF9FF77","CAMP23EE0602913C","ORD9F1ADAA37907","3987.55","Linear"
"CONVD5313EE2CE26","CAMP168AC0543F04","ORD6D0C14BC2AD1","2125.66","First Click"
"CONVD535EA0FAF5F","CAMP3AA65B0A5EF9","ORD71045A032BA2","2173.21","Linear"
"CONVD54598087974","CAMP41C8E317CD36","ORD48780D768F1A","1557.60","First Click"
"CONVD547523CA6F7","CAMP5FE850C14F97","ORDD25665F2092E","3010.91","First Click"
"CONVD55DC08FA607","CAMPC694AEAB56C3","ORD32A213547262","2517.87","Linear"
"CONVD56355E8BFA3","CAMP71382B56EEBE","ORD21ED6F35945D","4112.49","Linear"
"CONVD5658A697AB9","CAMP9A871CB43616","ORDF1D46D08FF82","4124.69","First Click"
"CONVD56E8F30CE77","CAMPCB953413B2E4","ORD4D568CDCB5DB","2996.21","Linear"
"CONVD5707E0915DF","CAMP18A976001511","ORD21A50C36846B","3779.95","Linear"
"CONVD5754FF4893A","CAMPD53E0529FD4E","ORD8EB08E18D385","3747.98","First Click"
"CONVD58249C8DD53","CAMPA3A9D0F85D0D","ORDFCD90E12F558","2179.23","First Click"
"CONVD591D7C83D4C","CAMP3DD17FCE9B48","ORDA4CBEFAE1AE9","4750.20","Linear"
"CONVD597693DA6B4","CAMPDC53427FF1C2","ORDF3859EBAC2F9","4678.00","Linear"
"CONVD59D0B34652F","CAMP7A0DB2027044","ORD6F229D42A4D6","4718.32","Linear"
"CONVD5A31F17FE6D","CAMP167F130DB44A","ORD2FBD46F5D5AA","4967.14","First Click"
"CONVD5B089B35A0E","CAMP3C834C898B86","ORD34ACBFDBA53E","3196.13","Last Click"
"CONVD5C679D22EC0","CAMP2436A50DB785","ORD44F43C8BDE66","3099.44","Last Click"
"CONVD5C71012DE01","CAMPE49B4253C117","ORDC92F361C10DC","1360.09","First Click"
"CONVD5C7B0FF82B4","CAMP5D42EFF42CEF","ORDA07740CF0BCA","1524.97","Last Click"
"CONVD5C8590600E7","CAMPE77316FF0495","ORD52A868CE530E","4452.20","First Click"
"CONVD5C8FB58D473","CAMPA60EC318C1C4","ORD2A3BEB6D4448","1017.65","Last Click"
"CONVD5CDD80E6939","CAMPC694AEAB56C3","ORD761E17D61209","3399.40","Linear"
"CONVD5D6269544F6","CAMP5F12653C2638","ORD13550F5C1C7A","4813.72","First Click"
"CONVD5DACD32E931","CAMP0D81F86B9E57","ORDD58C05E5A20D","2939.19","Linear"
"CONVD5DB3883A248","CAMPDDE8F1E2857F","ORDB6E3612C4382","2578.38","Linear"
"CONVD5E7985305CD","CAMP4192E8471994","ORD6DC960123079","3250.22","First Click"
"CONVD5E94548B55E","CAMP01F8C15D61FB","ORD66F2B0987924","1347.90","Linear"
"CONVD5EE4D1925A5","CAMPE77316FF0495","ORDE3646D4BCC05","1933.49","Last Click"
"CONVD5F7B3AD201C","CAMP4FC5A9F6C774","ORD7674DDFEC487","4202.33","Linear"
"CONVD5F8AA2F8819","CAMPAD007F03D819","ORD5D392F654352","4655.39","Linear"
"CONVD5FEDC675C5F","CAMPD77EAE572C41","ORD67287421718B","4451.56","First Click"
"CONVD5FF1BA34608","CAMP02A75A185DF6","ORD348E0D428FB9","2900.74","Linear"
"CONVD601EEEA1A06","CAMP3F61277FBFC1","ORDCE825D6634C6","3302.96","First Click"
"CONVD612C3109A59","CAMP01AEF7D67444","ORD595E0E20276F","1832.28","Linear"
"CONVD614E4C38211","CAMPCAC06CCA88B8","ORD75CD5F0BEE37","4228.16","Last Click"
"CONVD616B3FB21A6","CAMP9E66928126E1","ORDC0C311E8090B","1767.17","First Click"
"CONVD61F04C61FAC","CAMP9045C00E3781","ORDD6834C35CF78","4177.23","First Click"
"CONVD6393A757638","CAMP6685CA9E335F","ORD0C1542E4E468","1902.19","Last Click"
"CONVD63C7AF2F3E0","CAMPD36CE870AB65","ORD99C946622355","3384.00","Last Click"
"CONVD63D62508A47","CAMP60333CBA2824","ORD018E41ED54F0","1270.56","First Click"
"CONVD63E34234F0A","CAMP448A28DA8A81","ORD583923804787","4234.77","Linear"
"CONVD63EAB5CDAC2","CAMPB83729CB3A75","ORD2CB638C33686","3369.62","First Click"
"CONVD6451C631D83","CAMP52A006F7C080","ORD5EC9769B5B7E","4888.18","Last Click"
"CONVD6464160F6FA","CAMPA65B62DFF7C5","ORD035D27DCADD7","1593.30","Linear"
"CONVD64F21AD7944","CAMP3F6A3725A914","ORD797257B4B9E0","2572.44","Linear"
"CONVD650AC4E3855","CAMP8DF488DA7073","ORD2D79982D1808","2524.55","Last Click"
"CONVD654893E5360","CAMP2FA3274C20DA","ORDDFD81D9898D1","2416.58","Last Click"
"CONVD65D09F4052F","CAMPE6EB554ABCA4","ORD7928BED6B024","2670.89","Last Click"
"CONVD65DF6CCEA59","CAMPABF255E0DAB7","ORD70BA2B58C477","2574.04","First Click"
"CONVD666A501A5AE","CAMP2436A50DB785","ORD12727E4512A5","3701.74","Last Click"
"CONVD67453DFFCB5","CAMP7795E6591E60","ORD33C56E269DA3","4296.76","First Click"
"CONVD6753B464E06","CAMP81781B240229","ORD6744DEFBE578","4091.05","Last Click"
"CONVD67D2594051E","CAMPB2BEB104DD07","ORD2239C4A42340","2797.18","Last Click"
"CONVD689645633C7","CAMP46D3EE401B15","ORDFB1EFE243770","3322.69","Last Click"
"CONVD68A0E8DA3DB","CAMP2FA3274C20DA","ORD0C7B5137CACC","4502.39","Linear"
"CONVD6A182E4B443","CAMP6C1F4D358311","ORD423385861D87","3676.20","Last Click"
"CONVD6A58B90263D","CAMP2672A8C142FA","ORD22FB4F5535D1","1605.16","First Click"
"CONVD6AA89828A67","CAMP5876D4D66A33","ORDC07AECDC2E72","3802.73","First Click"
"CONVD6AC45D480C1","CAMP000B4E8D266B","ORD83563CDAC9FE","2483.82","Linear"
"CONVD6B313C938E7","CAMP991E2288AD26","ORD9B9D5104E19E","4136.89","Last Click"
"CONVD6B3DFD5BC34","CAMP1ED095B13B56","ORDCEB44BFC4989","3371.52","Last Click"
"CONVD6B5343975E4","CAMP94506F961DB5","ORD435A21A2ACC4","1194.10","Last Click"
"CONVD6B75282DFCD","CAMP6852779D22D5","ORD02578DB942BA","1485.03","Linear"
"CONVD6C7E4D7B830","CAMPAD40ED6536CF","ORD7EA393C799E3","2873.31","First Click"
"CONVD6CC20D14C71","CAMP3F6A3725A914","ORDEA1270763659","2124.99","Last Click"
"CONVD6CD3BCCE8AB","CAMP2DADFA292566","ORDD2461EE9417B","4927.59","Last Click"
"CONVD6D84D4AA9FE","CAMPE5722704D2CB","ORDF417678F5BE4","2812.89","First Click"
"CONVD6D88FDD31EE","CAMPE1CA98A011BF","ORDE6AD4CE7180E","3615.98","First Click"
"CONVD6DB06061F2F","CAMPAC268FC6EC39","ORDE5A273A17E60","2334.94","First Click"
"CONVD6DE9AA86DB2","CAMPAB4EEC1D854D","ORD2D7B45BDE739","1115.18","Linear"
"CONVD6DEB8D5A889","CAMP92379BF849F9","ORD783F1F5C9176","3703.72","Last Click"
"CONVD6DF342513B5","CAMP05A14236610A","ORD30B4019EE100","1599.66","First Click"
"CONVD6E6277CE25D","CAMPAF1B3FEF430A","ORDB953C1B919EA","2085.61","Linear"
"CONVD6E64FD9D951","CAMP01F8C15D61FB","ORD75081FB768D7","3472.95","First Click"
"CONVD6EC79E9273E","CAMP1E128BFD0D44","ORD70347CEB6896","1221.18","First Click"
"CONVD6ECCE432C8D","CAMP9B839860D0C2","ORDD90D1FDAE8CE","1481.16","Last Click"
"CONVD6F68D8D9643","CAMP1D2BB6D3874A","ORD3A488CF0134B","2852.18","First Click"
"CONVD6F691663B11","CAMPD662CBD65D2D","ORDD57B06A9D099","1984.19","Last Click"
"CONVD6FCBF38A01D","CAMP5B126FA1B8E0","ORDEB2D9AB687FF","1832.32","First Click"
"CONVD7016485068D","CAMPD43BD505EDD3","ORDBC8FE669F599","1622.28","Linear"
"CONVD7099E4F1F72","CAMP4788D537A23A","ORD707CE35EE377","3473.41","First Click"
"CONVD7114017357A","CAMP8FE3D5415F7E","ORDCE756F3D9AA1","1786.02","First Click"
"CONVD7169BC88A31","CAMP6FBC017E8D05","ORD4B013FA2D1EA","4883.50","First Click"
"CONVD719A61EEA5F","CAMP513815C80893","ORDE5C6E6FA029C","4510.92","First Click"
"CONVD71B6F59F363","CAMPBDF7B7F12F74","ORDBAFC040023A5","3633.99","Last Click"
"CONVD71CA12324F1","CAMP5EDF4594326C","ORDBE97773C8B58","3104.53","Linear"
"CONVD71CEF4F0F82","CAMPB2BEB104DD07","ORD85D07A5F67ED","1018.96","First Click"
"CONVD7221926D7E0","CAMP2F181D04F566","ORD2CBC5A93BC5D","2752.57","First Click"
"CONVD734F87C06C3","CAMPE9A3AEEE55E7","ORD5B339714DAF4","1460.95","First Click"
"CONVD7389833F836","CAMPBDF7B7F12F74","ORD63156DA93EF7","2856.30","Linear"
"CONVD755A84FA731","CAMPB2BEB104DD07","ORDDA97D01944D6","3508.53","First Click"
"CONVD75F5D06515F","CAMPD108148DF57F","ORD3552D7E152D4","3583.09","Linear"
"CONVD76592451225","CAMPD54D227C10C4","ORD3F1F74A1F2C5","2391.82","Linear"
"CONVD76B5DB836C2","CAMPD53E0529FD4E","ORDAACEFF9CD3CA","2235.99","Last Click"
"CONVD76CACEF5444","CAMPC9A578A4CD96","ORD5C6C41F20ED5","3409.50","Linear"
"CONVD76FBB93FC66","CAMPB0CA3A76BA7D","ORD7C7AB6ECF2D5","4819.95","Last Click"
"CONVD77DBBAFDCBA","CAMPCB8BC5B1B3CE","ORDB04922ED95BA","2240.96","First Click"
"CONVD77DE4ABFDC9","CAMP2436A50DB785","ORDF4AE2AD87885","1340.00","First Click"
"CONVD77E1DDA7E7E","CAMPE2AEAE6C860D","ORDFD8608B018BC","4084.36","Linear"
"CONVD7856DDA7060","CAMP0351838C1135","ORDE9966114E1AB","2829.34","Linear"
"CONVD787C206FACC","CAMP28291D83002E","ORDD7083657A62D","1156.26","Last Click"
"CONVD788FE23AB45","CAMP4453DC4F0A27","ORDB3BEC5E184E6","3483.56","Last Click"
"CONVD78CCFC3E362","CAMP60333CBA2824","ORDAE79324413DE","3337.00","First Click"
"CONVD78E1584ACC0","CAMPF36521FA454C","ORDC441003DD536","4304.86","First Click"
"CONVD7969B61D090","CAMP68D13DD1BA69","ORD6A34A0769751","1846.00","Last Click"
"CONVD7A37706BC15","CAMP9BF320C7EAFA","ORD520867116E77","4329.57","Last Click"
"CONVD7A6103D7A3B","CAMP05A14236610A","ORD949B03C4FBA5","3448.86","Last Click"
"CONVD7A780D1D2DC","CAMP997A751CC848","ORD39859E43221C","3382.97","Last Click"
"CONVD7ACDF55E78A","CAMP63217B266CFE","ORD271112586273","3654.65","First Click"
"CONVD7B30DCCE941","CAMP4D7F5754FA9D","ORD963667DE9D09","2134.29","First Click"
"CONVD7B68B73794E","CAMP716BB09F4C34","ORDA176B6A57041","2350.94","Linear"
"CONVD7B78511D79E","CAMP2DA74A93B1BA","ORD9CEBB2E264E4","4330.38","Last Click"
"CONVD7B8947FAE90","CAMPC4EBF5C24B32","ORD9441400FC7F4","1532.23","Linear"
"CONVD7B911A14416","CAMP0AA257CA236A","ORDB33A939068DD","1749.32","Linear"
"CONVD7C27DE2A3C5","CAMPB14C6156C36B","ORD9764BEA68C74","2386.51","Last Click"
"CONVD7D0DBCFFAE3","CAMPE057E26D0094","ORDF11FBD0666AB","2193.51","Last Click"
