"campaign_id","campaign_name","channel","budget","start_date","end_date","impressions","clicks","conversions","roas","cpa","ctr","ad_creative","influencer_id","target_audience","status"
"CAMP9B4E857B4020","Grass-roots content-based capacity","Email","871714.27","2024-11-09","2025-03-06",907010,67983,11074,"3.31","78.72","7.4953","Deleniti quo accusantium beatae officia consequatur veniam. Incidunt nobis a quibusdam nulla eos.",NULL,"Female 22yo in Kolkata","Active"
"CAMP9B839860D0C2","Front-line 4thgeneration contingency","Facebook","667125.39","2025-05-15","2025-08-28",900046,68595,827,"5.00","806.68","7.6213","Placeat distinctio molestias numquam quos.",NULL,"Male 35yo in Delhi","Completed"
"CAMP9BF320C7EAFA","Monitored local forecast","Google Ads","942247.08","2025-07-09","2025-08-21",64292,3274,385,"3.78","2447.40","5.0924","Iste labore a cumque molestiae alias harum. Nemo sit doloribus reprehenderit magni repellat.",NULL,"Other 23yo in Lucknow","Completed"
"CAMP9C1016185E1B","Proactive logistical projection","Other","720244.27","2025-05-06","2025-08-25",984653,88668,14241,"3.31","50.58","9.0050","Eos aperiam delectus corrupti doloremque eum. Hic iure alias enim dicta eum aperiam.",NULL,"Other 29yo in Lucknow","Completed"
"CAMP9C9CE6BD706F","Digitized system-worthy contingency","Google Ads","496082.29","2025-01-20","2025-03-16",55994,893,25,"1.57","19843.29","1.5948","Rerum id repellat repudiandae dolore cum repellendus. Magni incidunt ipsa fuga dolor.",NULL,"Male 27yo in Chennai","Completed"
"CAMP9E66928126E1","Cross-group content-based open system","TikTok","661347.66","2024-11-10","2025-02-12",514044,767,86,"2.60","7690.09","0.1492","Iure ullam libero soluta. Quis voluptatum eveniet beatae necessitatibus nihil est.",NULL,"Male 28yo in Delhi","Paused"
"CAMP9EEC32B823E3","Profound system-worthy portal","Instagram","929315.20","2025-07-19","2025-09-01",568995,26034,3386,"4.60","274.46","4.5754","Quasi adipisci fugiat sint adipisci ipsam.",NULL,"Male 34yo in Delhi","Cancelled"
"CAMP9F9000FB7E97","Universal bandwidth-monitored matrix","Facebook","63398.53","2024-11-14","2025-08-09",551386,7368,145,"2.25","437.23","1.3363","Quisquam suscipit eveniet blanditiis iste. Cum dolore quod qui dicta temporibus.",NULL,"Female 19yo in Kolkata","Completed"
"CAMPA10683DBA3BD","Centralized bottom-line monitoring","Google Ads","788357.72","2025-01-13","2025-01-25",762113,50176,3504,"3.07","224.99","6.5838","Deleniti alias error dolorum suscipit. Impedit fuga architecto porro.",NULL,"Female 20yo in Kolkata","Paused"
"CAMPA13AE2FF672B","Persevering human-resource benchmark","Email","158906.64","2025-06-02","2025-07-29",600650,48061,197,"4.37","806.63","8.0015","Deleniti explicabo maxime temporibus. Voluptates minus vero iure ut aperiam veniam sit.",NULL,"Female 23yo in Bangalore","Completed"
"CAMPA1A8603C9909","Re-contextualized 24hour process improvement","Email","542113.60","2025-01-19","2025-08-15",159850,1483,250,"4.20","2168.45","0.9277","Delectus earum occaecati doloremque minima ullam quas. Ipsa aperiam ullam ut excepturi quo.",NULL,"Female 24yo in Hyderabad","Paused"
"CAMPA1CA00ECEDE3","Networked methodical data-warehouse","TikTok","879037.78","2024-12-20","2025-01-11",309609,18351,2552,"1.16","344.45","5.9272","Eos officia assumenda fuga explicabo itaque aliquam.",NULL,"Female 32yo in Mumbai","Completed"
"CAMPA33DFF47387A","Sharable solution-oriented support","Facebook","904202.75","2025-08-20","2025-09-16",486897,34559,6143,"2.86","147.19","7.0978","Illo quas nostrum laudantium numquam. Distinctio enim culpa non.",NULL,"Other 19yo in Pune","Paused"
"CAMPA3A9D0F85D0D","Cross-platform user-facing infrastructure","TikTok","468012.91","2025-01-05","2025-04-29",451203,28577,4320,"3.25","108.34","6.3335","Quia rerum iure sed beatae sunt veniam. Error distinctio veritatis.",NULL,"Other 23yo in Mumbai","Cancelled"
"CAMPA3E0DDA9F273","Fully-configurable object-oriented toolset","YouTube","344418.63","2024-11-11","2025-05-17",926189,40808,6719,"4.78","51.26","4.4060","In voluptatum vitae. Consequatur aspernatur commodi vitae voluptatem commodi.","INFL6836A466D005","Male 18yo in Ahmedabad","Active"
"CAMPA463CCBE3591","Multi-lateral impactful middleware","Instagram","622069.88","2025-06-28","2025-08-16",512036,28289,2366,"3.93","262.92","5.5248","Sunt quod sunt nihil. Quasi sint labore vel tempore corporis dolorem. Modi nesciunt id dolorem.","INFL94ED3A911FDB","Female 24yo in Kolkata","Active"
"CAMPA48700B11560","Triple-buffered bi-directional open system","Facebook","827862.54","2025-02-10","2025-07-14",833840,58346,3450,"3.41","239.96","6.9973","Expedita rerum quod officia consectetur ad. Quisquam laboriosam quisquam harum ipsam facere.",NULL,"Male 34yo in Mumbai","Completed"
"CAMPA5D3FB127780","Enhanced background initiative","YouTube","706562.90","2025-04-15","2025-06-04",116926,5652,859,"4.40","822.54","4.8338","Deleniti delectus earum nulla quis. Aperiam inventore quis quod tempore voluptate.","INFL47E14A4D78F9","Other 21yo in Mumbai","Cancelled"
"CAMPA60EC318C1C4","Multi-channeled dynamic orchestration","Instagram","370075.69","2025-04-02","2025-05-22",573579,3980,794,"3.19","466.09","0.6939","Ipsa sit suscipit nostrum eos. Rem eum cum corrupti laborum. Minus labore quibusdam beatae.",NULL,"Male 25yo in Delhi","Completed"
"CAMPA65B62DFF7C5","Function-based maximized standardization","Facebook","226026.40","2025-02-16","2025-03-22",114259,8363,447,"2.75","505.65","7.3193","Quis alias ducimus corporis. Ea reprehenderit vero quia. Velit aliquid voluptas.",NULL,"Female 26yo in Bangalore","Cancelled"
"CAMPA884E13ED92E","Extended systematic time-frame","TikTok","760581.65","2025-03-23","2025-03-26",902903,18787,2208,"4.92","344.47","2.0807","Ea minima suscipit a adipisci earum. Debitis id enim.",NULL,"Male 32yo in Ahmedabad","Completed"
"CAMPA9E9F995F7F4","Decentralized zero tolerance analyzer","Instagram","34112.44","2025-07-13","2025-07-20",864463,12651,682,"4.62","50.02","1.4635","Maiores labore corporis ratione voluptate similique. Porro ad ex libero.",NULL,"Female 21yo in Bangalore","Paused"
"CAMPAA501B8C8E36","Organic global collaboration","Instagram","910248.41","2024-12-06","2025-02-27",408140,33501,2265,"4.81","401.88","8.2082","Voluptate blanditiis necessitatibus asperiores numquam tenetur. Totam nulla sed molestiae ipsa.",NULL,"Male 35yo in Ahmedabad","Cancelled"
"CAMPAAB6C25423AA","Customizable 3rdgeneration hardware","Google Ads","811645.92","2025-02-18","2025-08-08",64095,3537,87,"4.12","9329.26","5.5184","Animi consequatur architecto nemo deserunt rerum. Modi neque sunt voluptas ut.",NULL,"Male 27yo in Chennai","Cancelled"
"CAMPAB4EEC1D854D","Universal multi-state toolset","TikTok","83429.51","2024-12-29","2025-01-05",938603,2783,265,"3.18","314.83","0.2965","Quod dignissimos iusto nisi vel nulla.",NULL,"Other 18yo in Bangalore","Active"
"CAMPAB72B7AFD17F","Distributed value-added methodology","Instagram","947367.32","2025-07-06","2025-08-11",473540,40893,4160,"4.25","227.73","8.6356","Consequuntur corporis sit aliquam quibusdam doloribus nesciunt. Omnis molestias sequi officia.","INFLCFBDEC6CD2F4","Female 29yo in Mumbai","Completed"
"CAMPABC489AF23F3","Profit-focused didactic info-mediaries","TikTok","101154.28","2025-03-08","2025-07-31",434408,9641,1157,"2.37","87.43","2.2193","Laboriosam eius est quos quibusdam quaerat. Cum ad accusantium maiores beatae.",NULL,"Male 33yo in Hyderabad","Active"
"CAMPABF255E0DAB7","Multi-tiered solution-oriented toolset","YouTube","983946.73","2025-05-04","2025-09-12",723290,48607,1840,"2.02","534.75","6.7203","Iste distinctio voluptatum numquam aliquam. Id quaerat facere omnis.","INFL3FD5BCD9C586","Female 24yo in Hyderabad","Completed"
"CAMPAC268FC6EC39","Open-source value-added focus group","YouTube","807352.42","2025-07-28","2025-08-03",706218,57664,6040,"4.82","133.67","8.1652","Labore soluta qui nostrum ab libero quidem. Vel id pariatur in.","INFL304707B2D85F","Female 29yo in Jaipur","Active"
"CAMPAC820BA6D515","Phased real-time leverage","Instagram","165994.96","2025-06-21","2025-07-09",196998,2553,174,"3.07","953.99","1.2960","Aliquid ipsum iusto quidem.","INFLC55D8A52797A","Other 22yo in Mumbai","Completed"
"CAMPAD007F03D819","Reactive directional installation","TikTok","523087.50","2025-01-31","2025-08-02",610864,57718,3544,"4.84","147.60","9.4486","Cumque tenetur perferendis blanditiis possimus suscipit fuga.",NULL,"Male 22yo in Ahmedabad","Active"
"CAMPAD40ED6536CF","Cross-platform bottom-line algorithm","Instagram","600164.87","2025-02-07","2025-05-09",254616,2457,139,"2.07","4317.73","0.9650","Dolore laboriosam odit numquam. Nostrum quisquam quae dolor.",NULL,"Male 35yo in Chennai","Active"
"CAMPAD722F8B2AE3","Open-source motivating firmware","TikTok","44847.55","2024-12-08","2025-05-06",652018,62039,5605,"2.05","8.00","9.5149","Quasi itaque corrupti id. Omnis minima neque.",NULL,"Other 33yo in Mumbai","Cancelled"
"CAMPAE5FDD6DE41D","Triple-buffered system-worthy groupware","Other","735605.12","2024-12-31","2025-07-11",50652,2778,381,"4.87","1930.72","5.4845","Nesciunt harum vero.",NULL,"Other 26yo in Jaipur","Cancelled"
"CAMPAF1B3FEF430A","Enhanced local artificial intelligence","Other","51436.80","2025-06-13","2025-07-29",226149,20497,2132,"4.76","24.13","9.0635","Laudantium consectetur cumque neque magni error harum. Assumenda alias excepturi incidunt eos.",NULL,"Female 26yo in Mumbai","Completed"
"CAMPB0668DCAF316","Progressive client-driven solution","Facebook","259484.68","2025-07-05","2025-08-21",156599,11775,1298,"3.56","199.91","7.5192","Commodi harum unde fugit deserunt maiores. Ipsam totam excepturi ex nisi.",NULL,"Female 34yo in Kolkata","Paused"
"CAMPB0BCD8AC6C5D","Team-oriented empowering interface","Facebook","252221.31","2024-11-28","2025-01-05",181397,7994,1532,"3.17","164.64","4.4069","Eligendi aperiam fuga molestias quidem.",NULL,"Female 31yo in Chennai","Active"
"CAMPB0BFB6FFB251","Intuitive non-volatile contingency","Email","277363.10","2025-08-28","2025-09-16",756758,65302,7200,"3.32","38.52","8.6292","Expedita dolorum inventore qui harum reiciendis. Maxime quidem illo. Numquam distinctio enim totam.",NULL,"Male 18yo in Pune","Active"
"CAMPB0CA3A76BA7D","Versatile non-volatile emulation","Instagram","859105.93","2025-07-20","2025-08-01",531542,13397,755,"1.86","1137.89","2.5204","Fugit dolor corporis aspernatur laborum corporis deleniti. Repellat quis sunt odit.","INFL09E8A6350BAA","Female 29yo in Delhi","Active"
"CAMPB0D2CBF39A1B","Multi-channeled directional product","Google Ads","159165.75","2024-09-21","2025-09-14",668552,37416,5731,"2.73","27.77","5.5966","Similique sint saepe incidunt quos delectus ullam. Totam ullam assumenda perferendis unde dolore.",NULL,"Female 33yo in Jaipur","Completed"
"CAMPB14C6156C36B","Profound impactful array","TikTok","58964.32","2025-04-24","2025-06-14",698376,49551,9831,"2.18","6.00","7.0952","Veritatis illo rem labore ad. Eaque sed aspernatur.",NULL,"Other 33yo in Ahmedabad","Active"
"CAMPB261922F8B63","Decentralized explicit superstructure","Facebook","21336.77","2025-08-04","2025-08-05",192410,4121,805,"1.51","26.51","2.1418","Dolore odio earum ab. Et itaque corporis ratione magnam neque.",NULL,"Male 31yo in Chennai","Cancelled"
"CAMPB26E15A0E146","Balanced didactic secured line","Google Ads","149920.43","2025-07-17","2025-08-21",645774,26851,1614,"1.39","92.89","4.1580","Doloremque occaecati quibusdam velit placeat natus vel ducimus. Sed adipisci dicta blanditiis.",NULL,"Female 27yo in Lucknow","Active"
"CAMPB2BEB104DD07","Total transitional middleware","Email","111834.09","2024-12-21","2025-02-28",111260,4021,434,"1.67","257.68","3.6141","Vero consectetur at esse. Quae asperiores assumenda tenetur unde perspiciatis excepturi.",NULL,"Female 28yo in Jaipur","Paused"
"CAMPB302FB54F9B4","Digitized 6thgeneration service-desk","Other","847588.59","2024-10-25","2025-03-02",691024,55768,8802,"4.57","96.30","8.0703","Facilis accusantium exercitationem eos dicta. Ex fugiat cumque quam.",NULL,"Female 32yo in Jaipur","Active"
"CAMPB31A7F8A6217","Stand-alone leadingedge Graphical User Interface","Email","686065.62","2025-06-18","2025-09-06",281090,17891,3210,"4.03","213.73","6.3649","Id soluta accusamus debitis.",NULL,"Other 33yo in Chennai","Active"
"CAMPB383896D37FF","Multi-layered optimizing Local Area Network","Email","683278.81","2025-06-19","2025-08-02",61311,4163,458,"1.12","1491.88","6.7900","Blanditiis facere dicta modi minima. Veniam accusantium quis nihil. At doloremque porro in.",NULL,"Female 34yo in Hyderabad","Active"
"CAMPB4C0E496DF23","Open-architected encompassing concept","Email","969235.89","2025-01-02","2025-01-12",122223,10211,1184,"3.34","818.61","8.3544","Similique mollitia saepe laboriosam atque nesciunt. Harum laborum ullam assumenda.",NULL,"Other 19yo in Bangalore","Cancelled"
"CAMPB5C99F42F3EC","Re-engineered fault-tolerant superstructure","Instagram","428463.33","2025-08-03","2025-08-16",523961,45095,4232,"3.23","101.24","8.6066","Adipisci porro distinctio minus doloribus possimus ipsam. Exercitationem quos eos dolorem odio.","INFL2A4CF1EA1D6D","Female 21yo in Bangalore","Active"
"CAMPB5D5FD8E3BC8","Down-sized directional artificial intelligence","Google Ads","740418.42","2025-08-10","2025-08-13",479110,32386,2571,"2.38","287.99","6.7596","Iste illum sint quod. Culpa ipsa ratione. Eveniet accusamus incidunt at.",NULL,"Other 20yo in Kolkata","Active"
"CAMPB7CFDF4B1A64","Profit-focused executive framework","Other","641551.78","2025-04-29","2025-06-27",828219,11134,1077,"4.06","595.68","1.3443","Quam animi iusto laboriosam labore deserunt.",NULL,"Male 19yo in Pune","Completed"
"CAMPB80E8F2D2CE1","Down-sized motivating parallelism","YouTube","755676.26","2025-06-26","2025-08-08",192750,13325,1053,"2.22","717.64","6.9131","Cumque tempora adipisci repudiandae aperiam occaecati tempora. Unde impedit ipsa.",NULL,"Male 24yo in Jaipur","Paused"
"CAMPB83729CB3A75","Vision-oriented intangible capacity","TikTok","591897.34","2025-09-11","2025-09-11",801594,68586,12168,"4.24","48.64","8.5562","Neque facilis omnis aspernatur. Iste vitae quod magni.",NULL,"Other 23yo in Chennai","Active"
"CAMPB89B85B1812B","Enhanced tangible infrastructure","Google Ads","506152.63","2024-12-03","2025-05-29",427644,20368,3393,"1.82","149.18","4.7628","Illum autem animi facilis facere sunt similique reprehenderit. Quisquam maxime aperiam occaecati.",NULL,"Female 26yo in Delhi","Paused"
"CAMPB9729A8ABB8B","Exclusive national process improvement","TikTok","387001.81","2025-04-22","2025-04-27",605305,43869,4436,"2.21","87.24","7.2474","Nulla fuga delectus quaerat rem voluptatibus. Nemo cumque error totam animi molestias.",NULL,"Other 20yo in Kolkata","Paused"
"CAMPBB12DBB9E4FA","Profound maximized moderator","Google Ads","705256.82","2025-02-16","2025-06-21",696174,46471,2490,"1.25","283.24","6.6752","Ratione eveniet vitae porro.",NULL,"Female 24yo in Jaipur","Cancelled"
"CAMPBB8086F422E3","Triple-buffered context-sensitive portal","Facebook","134031.19","2025-07-26","2025-08-23",116983,10618,350,"3.90","382.95","9.0765","Deserunt repellat veniam. Magni placeat consectetur maxime iste fuga.",NULL,"Male 22yo in Lucknow","Paused"
"CAMPBC14C945C8DF","Self-enabling dynamic website","Instagram","396808.14","2025-08-25","2025-09-04",623400,17572,2930,"2.83","135.43","2.8187","Amet provident esse vero distinctio.","INFLA775EE2ABE32","Male 31yo in Mumbai","Cancelled"
"CAMPBD1BAE867AA3","Devolved zero-defect parallelism","Google Ads","356082.44","2024-12-25","2025-07-21",769372,16693,155,"1.41","2297.31","2.1697","Exercitationem corporis voluptatibus necessitatibus.",NULL,"Female 18yo in Bangalore","Paused"
"CAMPBDD3A634A712","Multi-tiered responsive success","Instagram","569174.60","2024-10-06","2025-07-14",861591,81997,404,"2.88","1408.85","9.5169","Corrupti vero iure tempora autem iure inventore. Nihil at asperiores.","INFL84ED550E6E50","Other 33yo in Bangalore","Cancelled"
"CAMPBDF7B7F12F74","Cross-platform systematic infrastructure","YouTube","130931.95","2025-05-25","2025-08-07",156561,1366,191,"2.91","685.51","0.8725","Iusto id tenetur repellendus repellendus. Nesciunt molestias totam qui corrupti maiores vitae.",NULL,"Male 26yo in Bangalore","Cancelled"
"CAMPBE9414933362","Open-architected methodical system engine","Google Ads","399893.67","2025-02-25","2025-09-17",367846,8568,491,"3.86","814.45","2.3292","Rerum cumque ratione laudantium nisi esse. Temporibus quam fuga eius nesciunt maxime nihil.",NULL,"Male 32yo in Ahmedabad","Cancelled"
"CAMPBED67BA7DBDC","Monitored disintermediate secured line","YouTube","220749.59","2024-11-02","2024-12-30",481561,23615,660,"3.24","334.47","4.9038","Cupiditate quibusdam maxime eos atque nobis. Cum libero soluta sint.","INFL2117E862A96E","Other 35yo in Bangalore","Paused"
"CAMPBEE32F460F0A","User-friendly bifurcated productivity","Facebook","885968.41","2025-03-20","2025-07-22",987048,73493,7666,"1.81","115.57","7.4457","Debitis officiis iste iusto inventore nam. Vero veritatis sequi maxime. Voluptates incidunt alias.",NULL,"Other 23yo in Mumbai","Completed"
"CAMPC1D06FD165A2","Multi-lateral fresh-thinking orchestration","Facebook","901498.99","2024-10-26","2025-08-17",219391,5574,870,"4.04","1036.21","2.5407","Excepturi harum minima accusantium accusamus. Voluptates rem corporis officia.",NULL,"Female 25yo in Ahmedabad","Active"
"CAMPC39745D46CBB","Business-focused next generation capacity","TikTok","622142.74","2025-09-17","2025-09-17",768859,60486,3551,"4.43","175.20","7.8670","Explicabo cum sint labore. Quod suscipit voluptas repudiandae nostrum.",NULL,"Female 25yo in Kolkata","Cancelled"
"CAMPC3EE760B0E9D","Public-key fault-tolerant challenge","YouTube","806701.29","2025-03-31","2025-06-08",174084,12879,1579,"3.39","510.89","7.3982","Praesentium est omnis fugit. Quidem veritatis error ex. Hic ex beatae quas doloribus.","INFL14FBE7703767","Other 29yo in Bangalore","Active"
"CAMPC4EBF5C24B32","Re-engineered encompassing matrix","Other","540571.32","2025-02-26","2025-05-26",348195,18258,3308,"3.42","163.41","5.2436","Nostrum harum ullam. Dolorum earum ab. Aut quibusdam ullam illo consectetur odio minima.",NULL,"Male 23yo in Mumbai","Cancelled"
"CAMPC58C70167030","Streamlined background attitude","Instagram","709232.77","2025-07-29","2025-08-14",655408,25200,207,"3.54","3426.25","3.8449","Deserunt autem qui suscipit non corporis. Tempore praesentium quam perferendis voluptas dolores.",NULL,"Female 20yo in Mumbai","Cancelled"
"CAMPC5C90C602891","Fundamental client-driven structure","Facebook","775112.26","2025-07-11","2025-08-16",17099,1390,138,"1.78","5616.76","8.1291","Ipsum error recusandae fugit magni. Id neque vitae quisquam commodi.",NULL,"Other 21yo in Chennai","Active"
"CAMPC609A1F59248","Multi-lateral modular open system","Google Ads","326726.63","2025-07-03","2025-07-05",18230,1294,146,"4.29","2237.85","7.0982","Tempore minus autem suscipit. Consectetur quisquam tenetur inventore dolorum quas excepturi.",NULL,"Male 33yo in Bangalore","Completed"
"CAMPC6703723F26B","Intuitive regional migration","YouTube","265831.70","2025-09-11","2025-09-17",586131,23574,1101,"1.58","241.45","4.0220","Nulla sequi hic. Perferendis aspernatur pariatur soluta.","INFL174421CF89B2","Female 34yo in Kolkata","Cancelled"
"CAMPC694AEAB56C3","Progressive directional productivity","YouTube","924049.36","2025-05-06","2025-05-15",600245,19982,2607,"4.08","354.45","3.3290","Praesentium aspernatur facere quo minus. Voluptate beatae distinctio unde.","INFLD00001BA8A71","Female 28yo in Pune","Cancelled"
"CAMPC85209DCA90D","Multi-channeled transitional database","Google Ads","471035.50","2025-04-15","2025-06-17",270406,13058,1869,"1.62","252.03","4.8290","Voluptate eveniet pariatur laborum. Accusantium cupiditate dolorem vel provident occaecati ut.",NULL,"Female 18yo in Kolkata","Cancelled"
"CAMPC90BC403239A","Multi-lateral multi-state protocol","Email","502594.10","2025-04-14","2025-08-08",860702,21182,1062,"2.83","473.25","2.4610","Aliquid doloremque sapiente laborum vel eum. Repudiandae eum fugiat.",NULL,"Male 25yo in Jaipur","Active"
"CAMPC94422CCFB6B","Optimized holistic Graphic Interface","TikTok","100037.81","2025-03-17","2025-08-03",860051,10440,2035,"3.13","49.16","1.2139","Quo cumque eius exercitationem ex at. Earum culpa nostrum molestias ex ex magni ut.",NULL,"Female 35yo in Bangalore","Paused"
"CAMPC951BFF991E3","Synergistic impactful workforce","Other","284924.29","2024-12-29","2025-01-06",57147,4881,927,"3.81","307.36","8.5411","Corporis quas reiciendis culpa harum accusantium maiores. Dignissimos fugiat esse numquam ab.",NULL,"Female 23yo in Pune","Active"
"CAMPC9A578A4CD96","Realigned client-server solution","Instagram","663855.95","2025-03-08","2025-06-23",291564,19787,1612,"2.96","411.82","6.7865","Distinctio optio natus dicta. Consectetur repudiandae aut ab pariatur quibusdam natus.",NULL,"Female 18yo in Pune","Paused"
"CAMPC9ECDB47D90B","Innovative intangible hierarchy","Facebook","610857.21","2024-12-08","2024-12-22",316231,10231,1133,"4.96","539.15","3.2353","Doloremque ea odio mollitia. Reiciendis soluta necessitatibus voluptas facilis itaque.",NULL,"Other 29yo in Bangalore","Completed"
"CAMPC9FCF231715A","Managed incremental task-force","Instagram","449916.91","2024-10-08","2025-08-27",849145,35931,318,"1.75","1414.83","4.2314","Explicabo dolorum dignissimos. Architecto consectetur dolore veniam facilis.",NULL,"Other 28yo in Hyderabad","Active"
"CAMPCAC06CCA88B8","Persevering system-worthy toolset","TikTok","951974.89","2025-08-16","2025-08-21",323940,2155,94,"2.40","10127.39","0.6652","Earum asperiores nam hic ipsam. Incidunt expedita laudantium possimus adipisci dolore.",NULL,"Other 31yo in Pune","Active"
"CAMPCB8BC5B1B3CE","Profit-focused optimizing complexity","Other","548422.52","2024-09-20","2025-03-26",824735,46584,8173,"2.39","67.10","5.6484","At alias quo quas unde. Enim nobis suscipit ipsam fugit officia. Dolor dolor id odio animi saepe.",NULL,"Female 28yo in Jaipur","Completed"
"CAMPCB953413B2E4","Progressive human-resource monitoring","Facebook","893653.17","2025-02-26","2025-05-24",884124,88290,5772,"3.56","154.83","9.9862","Nostrum reprehenderit repudiandae quam maiores. Dolorum enim dolorum enim itaque eligendi sequi id.",NULL,"Female 35yo in Ahmedabad","Active"
"CAMPCBC840DD6950","Persevering object-oriented time-frame","Email","463624.00","2025-08-20","2025-08-26",593774,47354,5059,"3.51","91.64","7.9751","Fugiat quam in neque aliquam nesciunt porro.",NULL,"Female 34yo in Pune","Active"
"CAMPCC91619F24EA","Automated homogeneous complexity","Google Ads","107894.08","2025-09-14","2025-09-17",24026,665,41,"4.69","2631.56","2.7678","Perspiciatis necessitatibus repudiandae quos in placeat tempore ratione. A totam neque dolorem.",NULL,"Other 31yo in Lucknow","Active"
"CAMPCD23D0E7D561","Multi-lateral demand-driven encryption","YouTube","951563.74","2024-11-30","2025-04-07",526022,40525,4468,"4.68","212.97","7.7041","Cum nulla cumque quisquam. Cupiditate enim soluta laborum.","INFLE6786FD417A1","Male 24yo in Bangalore","Active"
"CAMPCE72FCC57114","Decentralized bifurcated emulation","Instagram","686040.76","2025-06-21","2025-07-22",783648,38807,2070,"3.71","331.42","4.9521","Fugiat veritatis facere minus sed voluptates.",NULL,"Male 27yo in Ahmedabad","Paused"
"CAMPCED4C3C57DC2","Reduced 3rdgeneration extranet","Instagram","509084.38","2025-03-04","2025-05-15",295271,21149,2094,"2.95","243.12","7.1626","Veniam commodi modi nesciunt fuga a. Dolorem corrupti optio sint ab quos.",NULL,"Male 18yo in Mumbai","Paused"
"CAMPD03125B67911","Seamless clear-thinking circuit","TikTok","839783.22","2024-12-11","2025-01-08",34562,3138,108,"3.59","7775.77","9.0793","Ducimus quisquam quam nisi sit corrupti possimus. Culpa delectus tempore eos quas quod.",NULL,"Male 19yo in Delhi","Paused"
"CAMPD0756F30F5D1","Fundamental bandwidth-monitored encoding","Facebook","730870.45","2024-12-18","2025-05-25",82147,3239,22,"1.81","33221.38","3.9429","Maxime vero quia. Modi laudantium minus sapiente.",NULL,"Male 31yo in Bangalore","Cancelled"
"CAMPD0C196B71175","Open-architected leadingedge approach","Email","30469.41","2024-12-12","2025-06-04",477452,34640,4462,"4.84","6.83","7.2552","Voluptatibus corrupti aut quos. Recusandae maiores dolores repellendus.
Quae minus veritatis illum.",NULL,"Other 32yo in Hyderabad","Active"
"CAMPD108148DF57F","Distributed local knowledge user","Other","989400.50","2025-07-23","2025-07-31",414013,27367,351,"1.45","2818.80","6.6102","Sint cum sed totam commodi. Maiores maxime voluptate ipsum necessitatibus est aperiam optio.",NULL,"Female 32yo in Pune","Active"
"CAMPD285313B21F2","Sharable motivating parallelism","Google Ads","836624.87","2024-10-22","2025-04-07",492921,12781,2065,"2.83","405.15","2.5929","Consequatur sit est earum corrupti ipsum. Rem fugiat nisi.",NULL,"Male 25yo in Pune","Completed"
"CAMPD28C19B633DD","Organized local collaboration","Google Ads","614841.83","2024-12-11","2025-02-04",211962,7509,644,"4.85","954.72","3.5426","Quidem ducimus odit quaerat temporibus eius.",NULL,"Male 24yo in Delhi","Completed"
"CAMPD32D8A7F8704","Cloned tertiary encryption","YouTube","621486.67","2025-08-22","2025-08-22",754544,11114,178,"1.92","3491.50","1.4729","Est fugiat quis eaque. Nisi mollitia ab repellat harum.",NULL,"Female 28yo in Pune","Paused"
"CAMPD3381BC099B8","Streamlined 6thgeneration product","Instagram","351016.40","2025-07-12","2025-09-07",694239,47856,7549,"4.69","46.50","6.8933","Totam ut quia dolor tenetur. Dignissimos ad officia ex.","INFL3301984DDA11","Other 24yo in Delhi","Completed"
"CAMPD36CE870AB65","Self-enabling discrete website","Other","902634.96","2024-11-13","2025-02-25",524277,37745,3309,"3.25","272.78","7.1994","Deserunt enim esse magni adipisci ex eligendi maxime. Eaque totam suscipit officiis magnam.",NULL,"Male 26yo in Ahmedabad","Active"
"CAMPD38A2607827C","Object-based homogeneous installation","Other","901930.26","2025-08-11","2025-09-07",440779,43787,6619,"3.04","136.26","9.9340","Consectetur consequuntur dignissimos ad placeat id. Distinctio voluptatem repudiandae.",NULL,"Female 19yo in Ahmedabad","Cancelled"
"CAMPD429C20A7664","Realigned explicit emulation","Instagram","885489.70","2024-10-02","2024-11-15",396965,2880,260,"4.95","3405.73","0.7255","Assumenda omnis perspiciatis expedita ipsa eos. Perferendis sunt fugiat amet sapiente ut aut dolor.","INFLC6E10F4E1E50","Other 19yo in Mumbai","Active"
"CAMPD43BD505EDD3","Assimilated interactive benchmark","TikTok","88321.35","2024-10-20","2025-03-05",871362,34528,1000,"3.61","88.32","3.9625","Expedita voluptates fuga ullam ratione eum harum praesentium.",NULL,"Male 33yo in Kolkata","Active"
"CAMPD5034F4F118F","Open-architected explicit firmware","TikTok","290620.57","2024-11-16","2025-02-18",720266,45874,1104,"2.98","263.24","6.3690","Repellendus fugit occaecati ex soluta. Explicabo possimus distinctio sapiente.",NULL,"Other 31yo in Pune","Active"
"CAMPD53E0529FD4E","Cross-group contextually-based hardware","Instagram","324220.06","2025-02-17","2025-05-26",110682,10894,661,"2.94","490.50","9.8426","Magni ex adipisci. Suscipit culpa cumque provident et veritatis sequi.","INFL3AF41E74DE09","Female 21yo in Kolkata","Paused"
"CAMPD54D227C10C4","Right-sized 3rdgeneration hub","Instagram","757751.38","2024-10-21","2025-02-16",435866,15721,2232,"2.46","339.49","3.6068","Unde voluptas exercitationem molestiae. Quam numquam voluptate consectetur tenetur omnis ipsam.",NULL,"Other 34yo in Delhi","Active"
"CAMPD662CBD65D2D","Reduced transitional migration","Email","141485.08","2025-04-02","2025-05-03",965442,10823,199,"3.07","710.98","1.1210","Veniam quas provident corporis. Autem ea similique fugit.",NULL,"Female 21yo in Jaipur","Completed"
